epoch,train_loss,val_loss,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
1,0.18427598063169465,0.25696329959050246,0.9277474662090047,0.9389336585536643,0.9151381755930545,0.9268832193733836,0.978685896549628,0.9808838681132649,0.8932290906969281,0.48177702320316923,0.8236261609907121,0.6079411554666857,0.9386470291652441,0.7614011300101592
2,0.10248300562503003,0.27491268853552064,0.9630938861708093,0.9658952706578857,0.959964194694201,0.9629205996986067,0.9930065966647489,0.9934746331991124,0.8993163939049175,0.49946688780950127,0.8157894736842105,0.6195899772209568,0.9364455431541984,0.7754877643133307
3,0.08568382669535958,0.2175857901253186,0.9693867386175079,0.9710263153391102,0.9677250632479605,0.9693728786532724,0.9950983594716554,0.995350673183544,0.9166739597615644,0.5615636541007595,0.7797020123839009,0.6528942358326245,0.9367389782925282,0.7844920153979604
4,0.07694285387598662,0.2718983829831917,0.9726797419105111,0.9738201958489165,0.9714406142489349,0.9726289496120605,0.9959809509906703,0.9961578664962156,0.9004249443293756,0.5027251050300897,0.8567143962848297,0.6336314847942756,0.9430025543109349,0.8216988718429374
5,0.07337836650318783,0.26819893244939574,0.9742508204046666,0.9755057358542204,0.9729815801595741,0.9742420230560515,0.996319599438764,0.9964555283911474,0.8982759123661717,0.4964687270467258,0.8501354489164087,0.6268592830390584,0.9467674041001917,0.8184070321917136
6,0.06879714688557621,0.21521748310036837,0.9757137449445141,0.97655095274238,0.9747986282797672,0.9756740037117598,0.996749171363173,0.9968605236083954,0.9174616140105215,0.5609096901779829,0.8232391640866873,0.667215557123814,0.951116832541648,0.8265084138758896
7,0.06547987198680262,0.20266609260291532,0.9770087462395155,0.9771663029641753,0.9769331287995,0.9770497019700095,0.997037196918775,0.9971210094330907,0.9258049145735484,0.5988745980707395,0.7928599071207431,0.6823480432972523,0.9465651193445386,0.8127552046091866
8,0.06487851549602203,0.1982458156679258,0.9770571309032847,0.9776142410194341,0.9763934426229508,0.977003460464267,0.9971057576664943,0.9971832785534367,0.9291305658469228,0.625,0.7372291021671826,0.6764914772727272,0.9302659769798154,0.7741928297388132
9,0.06305048010321561,0.24890311716682179,0.97772882388267,0.9782436686343376,0.9772367987080192,0.9777399744543093,0.9972725277313952,0.9973481332955336,0.9035172165660219,0.5135064596111184,0.7614164086687306,0.613358272932741,0.9329399680282932,0.7584074908831562
10,0.06212439429627114,0.25050093014645614,0.9782582090274398,0.9782978747630244,0.9782143385743399,0.9782561048853315,0.9973307124267815,0.9973585623182921,0.9056176278965742,0.5211295948484035,0.7516447368421053,0.615512597052765,0.9317556081855428,0.7517935883972753
11,0.06064826797875837,0.18826171433885028,0.9784631323092862,0.978914270388103,0.9779265052960425,0.9784201385423114,0.9974698969335513,0.9975553233005857,0.933759250075362,0.6398190763370893,0.7800890092879257,0.7030255471270381,0.9423202835301956,0.8194888604165828
12,0.05976666547500007,0.2299784832059437,0.9790124405509021,0.9794749974365109,0.9785385009390473,0.9790065252297495,0.9975283206101471,0.9975697455022615,0.9165572702432004,0.5583017739685071,0.812983746130031,0.6619923582936149,0.9420251843231684,0.7919621964147423
13,0.059359110541424294,0.21412341782402494,0.97926859465321,0.9797164406286877,0.9787790250653544,0.9792475085044188,0.9975547023817856,0.9976145321734272,0.9247644330348026,0.5927088535349933,0.8037925696594427,0.6822978688457274,0.942307952582422,0.8180904305713356
14,0.0586831187344299,0.20874615160845655,0.9794706717783641,0.9796857316719462,0.9793014450899913,0.9794935506889973,0.9975915244524544,0.9976630898992762,0.9273996713245233,0.6026172768878718,0.8153057275541795,0.6930098684210526,0.9441737736589777,0.8291366548447565
15,0.0592038396876472,0.2690814512079673,0.9793682101374409,0.9796483258094156,0.9789946160514669,0.97932136184051,0.997540910299766,0.9975883506889686,0.9031574238843996,0.5111716944230428,0.8344620743034056,0.6339814032121726,0.9444281502496015,0.8029884983146754
16,0.057723740652584794,0.24924426222622287,0.979561748792518,0.9796227532633209,0.9794832956557886,0.9795530194959582,0.9976765414143618,0.9976964026494582,0.916139132802396,0.5614060258249641,0.7571594427244582,0.6447520184544406,0.9358385618071973,0.7777595288801207
17,0.05746774971642483,0.18625038094122126,0.9801366724443648,0.9803828841661444,0.9798636697550726,0.9801232081979306,0.9976780271588859,0.9977409565338765,0.940216070091504,0.6904675277424049,0.7344233746130031,0.7117674636661978,0.9264797814042542,0.7951547226036042
18,0.057418813384631964,0.2570330660914566,0.9800740569971339,0.9804590888886356,0.9796607467216335,0.9800597552257341,0.997680590104251,0.9977098744656192,0.915147271896302,0.551969012265978,0.8272058823529411,0.662123441493069,0.9396067956909042,0.8044362443847668
19,0.05706204438775399,0.17621975770189213,0.9799972107664415,0.9798314062766987,0.9801328653797944,0.9799821126447651,0.997739258105005,0.9977393868772726,0.9401091046996704,0.6735066877128852,0.7843459752321982,0.7247128234926027,0.9454113355874356,0.8309374839122408
20,0.057034473523574894,0.19938022977691788,0.9800427492735185,0.9801101311520358,0.9798414728859245,0.9799757836059582,0.9977389855217786,0.9977656917828677,0.9294028413897721,0.6189665841584159,0.774187306501548,0.68792984869326,0.9401661779792322,0.800600596006578
21,0.056114644676474146,0.21782649734634163,0.9804696727773651,0.9806333822475515,0.9803434354921249,0.9804883874343167,0.9977916225235782,0.9978340420365247,0.9258438110796697,0.6041666666666666,0.7603521671826625,0.6733207676490747,0.9449066928964336,0.7862202790112622
22,0.05587725397973765,0.22107547360166796,0.9803985188600574,0.9803160363396253,0.9804778903140959,0.9803969566467325,0.9978242728590013,0.9978591828586801,0.9226542975777201,0.583263422818792,0.8071787925696594,0.6771915584415585,0.9458871849741195,0.8049333272474568
23,0.05504956916385792,0.20558488066658737,0.9808852116544424,0.9811871959259765,0.9806521245171552,0.9809195872539661,0.9978665813238675,0.9979215141597606,0.9253187082470317,0.5971612525607258,0.7896671826625387,0.6800533244459257,0.9468338863117637,0.8092556531540513
24,0.05605606908902987,0.3624028425526253,0.9805977498285191,0.9807448449191752,0.980324873676097,0.9805348143283411,0.9977805154208292,0.9978089593798734,0.8833493781421083,0.4574882196271256,0.8641640866873065,0.5982585398526457,0.9422991709854496,0.7976909000338893
