epoch,train_loss,val_loss,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
1,0.13780991300559045,0.5182577549534182,0.9479939413759273,0.9528294808530285,0.9431241716557744,0.9479519857139985,0.9880259783603148,0.9888864107856633,0.8429602073156417,0.4752949852507375,0.6318627450980392,0.5425084175084175,0.8156897957387426,0.6503885146318129
2,0.06771246392069102,0.605048956086971,0.976431034383839,0.976463841257097,0.9764190436867036,0.97644144195809,0.9968397878324018,0.996852521118107,0.8265356797804043,0.43994349578295733,0.6488357843137255,0.5243506895441827,0.8094187799750575,0.648317017592591
3,0.054200224373154804,0.5138109290652441,0.9812561317750735,0.9809957404245779,0.9814357930332465,0.9812157173905544,0.9979280211581278,0.9979204276556035,0.8598994121843087,0.5223209328151027,0.5764093137254902,0.5480337896883192,0.8057408694887268,0.6074147054349004
4,0.049909732502424246,0.5205829531153248,0.9832182997986196,0.9824651852870244,0.9839983935282136,0.9832311917033095,0.9981754120112942,0.9981034581392232,0.879646768819583,0.6603753351206434,0.377328431372549,0.4802495613179957,0.7318508404696213,0.5366963195503323
5,0.04529749751001129,0.4670507424519428,0.9846813198161758,0.9841807196424166,0.985164295519422,0.9846722619608024,0.9984829850754616,0.9984350249376803,0.8711139603969336,0.5614045618247299,0.5731004901960784,0.5671922377198301,0.7806604181837833,0.617494408818132
6,0.04416400952123828,0.6892225672517468,0.98487638915185,0.9840195870436522,0.9857265119271219,0.9848723098995696,0.9985466130263995,0.998494423699446,0.8066709405954005,0.4120269569725246,0.7305147058823529,0.526881007623467,0.8325017714185717,0.6977138274020581
7,0.043321349037313175,0.5228829393030645,0.985321032490519,0.9848096475081285,0.9858328645396829,0.9853209903813329,0.9986062869435646,0.998576968833677,0.8551228453530054,0.5072732081459931,0.5876225490196079,0.544499645138396,0.7795569355044012,0.6227256737011191
8,0.04218100419004662,0.6043606183918581,0.9856939591616608,0.9849268069533395,0.9865345513903605,0.9857300236068388,0.9986707269472429,0.9986259935570985,0.8211180236390396,0.41008602482872303,0.4878063725490196,0.44558251476226457,0.7277178242019784,0.5251318579979327
9,0.041331743299449844,0.5395638821028514,0.9859722198316666,0.985349811214814,0.9866160297855008,0.9859825139744877,0.998686719906338,0.9986390087583197,0.8642967430857164,0.5385166179366311,0.5530024509803921,0.5456634118322804,0.7960506930562418,0.6201345798087352
10,0.04037735987148011,0.7247782225542033,0.9864484185040477,0.9857942045383117,0.9871932063335832,0.9864932094353109,0.9987581477229774,0.9987208738942264,0.8357818129283334,0.44809563525159857,0.49381127450980394,0.469844046057426,0.7239056683629301,0.5109818806651844
11,0.03972612080924863,0.5954696147200338,0.9866291445062164,0.986065845597905,0.9872682203559632,0.9866666666666668,0.9988079492657637,0.9987742943545179,0.8277456229853091,0.44104187160514946,0.6318627450980392,0.5194831364449258,0.8065246480704769,0.6382209262705392
12,0.03935236845902675,0.5998174400570446,0.9868414258420971,0.9859036096172279,0.9877461127978655,0.9868240011719658,0.9988132196708734,0.9987528749348151,0.8618046212606886,0.5286351069232071,0.5740808823529412,0.5504215257174749,0.7818402537470315,0.603796600950653
