epoch,train_loss,val_loss,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc
1,0.17440041272119555,0.98562403981802,0.9346205811832392,0.9516513261438029,0.9161699593790716,0.9335736385209216,0.9799189042154209,0.9826790743712674,0.8380440097799511,0.8425030978934325,0.2676771653543307,0.40627427547057066,0.7791419960994085,0.5794370067660142
2,0.09622160508325538,1.3730336728619452,0.9648061589221886,0.971640559600595,0.9573080642960132,0.9644210652160918,0.9938615805155533,0.9942553282248221,0.8398370008149959,0.7332792207792208,0.35566929133858266,0.47900318133616115,0.7519552075325118,0.5732207578012516
3,0.07632181475377395,1.2680150010006812,0.9719578643629838,0.9756742464304601,0.968212693695606,0.9719291495878897,0.9961002073994156,0.9963393743076545,0.8428280358598207,0.9182054438517303,0.26429133858267717,0.41044297025465437,0.6624043564023921,0.5008107662398131
4,0.06688623469262003,1.3392993113252871,0.9760762296705603,0.9784071090440993,0.9737168361021572,0.9760563380281689,0.9969622716856854,0.9971241215622046,0.8533985330073349,0.8210881996187835,0.37311023622047246,0.5130745492934872,0.7548290642626506,0.6076252535725029
5,0.061122275730520564,1.1550787605672312,0.9782048894131699,0.9799043005390515,0.9764147036901198,0.9781563898189576,0.9974384482307738,0.9974971506098088,0.8250855745721272,0.7498730964467005,0.23263779527559056,0.3551081730769231,0.6713707744940157,0.4711168769313007
6,0.0572052515354851,0.9177164193377695,0.9799403383977696,0.9808920218410772,0.9789245734030719,0.9799073100670743,0.9977216246004209,0.9977522850388068,0.8411898940505298,0.8393389947211384,0.28795275590551184,0.42879756111860234,0.6376539821236374,0.49452549405421353
7,0.05575827929512091,1.1101884652078884,0.9805582410174993,0.981388813129217,0.9796579071969697,0.980522596276309,0.997832845809468,0.9978423483271506,0.8233496332518337,0.665629168519342,0.2946850393700787,0.4085141219811707,0.6426349546009986,0.48030452563678966
8,0.05280681139908583,1.2060885927804177,0.9813860531396253,0.9821921303576409,0.980481592275568,0.9813361159200322,0.9980713220169624,0.9980855191885756,0.7916381418092909,0.49596460521197977,0.40161417322834647,0.44383049077619213,0.5878517789368055,0.4837217727049259
9,0.05085792042753947,1.0706724532860439,0.9821843005431039,0.9824341502350193,0.9819464717318978,0.9821902504477559,0.9981749809528278,0.9981706363919771,0.8534066829665852,0.9017886178861788,0.32751968503937007,0.48051985559566784,0.8226355989673952,0.6597317268178411
10,0.05072027199458291,1.3745115452037102,0.9825035995044953,0.9821946389419337,0.9829129901382532,0.9825536832423382,0.998160941419461,0.9981623518243807,0.2863814180929095,0.18945275421400237,0.746496062992126,0.30220826725532546,0.4966909416448843,0.41067046714828426
11,0.049943011396424465,1.1994527802712818,0.982819941994022,0.9828316044892874,0.9828606177970906,0.982846110929073,0.9982095560417715,0.9982183916731009,0.8494865525672372,0.883576803895529,0.3143307086614173,0.46370077825531414,0.7481221937185909,0.5870201907397654
